DP,DPNOM,MPIO,DPMP,ANNO,AreaGeografica,Poblacion
05,Antioquia,05038,Angostura,2022,Cabecera Municipal,"3,152"
05,Antioquia,05038,Angostura,2022,Centros Poblados y Rural Disperso,"8,757"
05,Antioquia,05038,Angostura,2022,Total,"11,909"
05,Antioquia,05038,Angostura,2023,Cabecera Municipal,"3,311"
05,Antioquia,05038,Angostura,2023,Centros Poblados y Rural Disperso,"8,694"
05,Antioquia,05038,Angostura,2023,Total,"12,005"
05,Antioquia,05038,Angostura,2024,Cabecera Municipal,"3,385"
05,Antioquia,05038,Angostura,2024,Centros Poblados y Rural Disperso,"8,736"
05,Antioquia,05038,Angostura,2024,Total,"12,121"
05,Antioquia,05038,Angostura,2025,Cabecera Municipal,"3,439"
05,Antioquia,05038,Angostura,2025,Centros Poblados y Rural Disperso,"8,751"
05,Antioquia,05038,Angostura,2025,Total,"12,190"
05,Antioquia,05038,Angostura,2026,Cabecera Municipal,"3,484"
05,Antioquia,05038,Angostura,2026,Centros Poblados y Rural Disperso,"8,787"
05,Antioquia,05038,Angostura,2026,Total,"12,271"
05,Antioquia,05038,Angostura,2027,Cabecera Municipal,"3,533"
05,Antioquia,05038,Angostura,2027,Centros Poblados y Rural Disperso,"8,811"
05,Antioquia,05038,Angostura,2027,Total,"12,344"
05,Antioquia,05038,Angostura,2028,Cabecera Municipal,"3,567"
05,Antioquia,05038,Angostura,2028,Centros Poblados y Rural Disperso,"8,833"
05,Antioquia,05038,Angostura,2028,Total,"12,400"
05,Antioquia,05038,Angostura,2029,Cabecera Municipal,"3,601"
05,Antioquia,05038,Angostura,2029,Centros Poblados y Rural Disperso,"8,862"
05,Antioquia,05038,Angostura,2029,Total,"12,463"
05,Antioquia,05038,Angostura,2030,Cabecera Municipal,"3,603"
05,Antioquia,05038,Angostura,2030,Centros Poblados y Rural Disperso,"8,920"
05,Antioquia,05038,Angostura,2030,Total,"12,523"
05,Antioquia,05038,Angostura,2031,Cabecera Municipal,"3,616"
05,Antioquia,05038,Angostura,2031,Centros Poblados y Rural Disperso,"8,964"
05,Antioquia,05038,Angostura,2031,Total,"12,580"
05,Antioquia,05038,Angostura,2032,Cabecera Municipal,"3,619"
05,Antioquia,05038,Angostura,2032,Centros Poblados y Rural Disperso,"9,004"
05,Antioquia,05038,Angostura,2032,Total,"12,623"
05,Antioquia,05038,Angostura,2033,Cabecera Municipal,"3,653"
05,Antioquia,05038,Angostura,2033,Centros Poblados y Rural Disperso,"9,026"
05,Antioquia,05038,Angostura,2033,Total,"12,679"
05,Antioquia,05038,Angostura,2034,Cabecera Municipal,"3,659"
05,Antioquia,05038,Angostura,2034,Centros Poblados y Rural Disperso,"9,093"
05,Antioquia,05038,Angostura,2034,Total,"12,752"
05,Antioquia,05038,Angostura,2035,Cabecera Municipal,"3,665"
05,Antioquia,05038,Angostura,2035,Centros Poblados y Rural Disperso,"9,130"
05,Antioquia,05038,Angostura,2035,Total,"12,795"
05,Antioquia,05040,Anorí,2020,Cabecera Municipal,"8,285"
05,Antioquia,05040,Anorí,2020,Centros Poblados y Rural Disperso,"10,693"
05,Antioquia,05040,Anorí,2020,Total,"18,978"
05,Antioquia,05040,Anorí,2021,Cabecera Municipal,"8,662"
05,Antioquia,05040,Anorí,2021,Centros Poblados y Rural Disperso,"10,530"
05,Antioquia,05040,Anorí,2021,Total,"19,192"
05,Antioquia,05040,Anorí,2022,Cabecera Municipal,"8,930"
05,Antioquia,05040,Anorí,2022,Centros Poblados y Rural Disperso,"10,419"
05,Antioquia,05040,Anorí,2022,Total,"19,349"
05,Antioquia,05040,Anorí,2023,Cabecera Municipal,"9,166"
05,Antioquia,05040,Anorí,2023,Centros Poblados y Rural Disperso,"10,361"
05,Antioquia,05040,Anorí,2023,Total,"19,527"
05,Antioquia,05040,Anorí,2024,Cabecera Municipal,"9,334"
05,Antioquia,05040,Anorí,2024,Centros Poblados y Rural Disperso,"10,341"
05,Antioquia,05040,Anorí,2024,Total,"19,675"
05,Antioquia,05040,Anorí,2025,Cabecera Municipal,"9,469"
05,Antioquia,05040,Anorí,2025,Centros Poblados y Rural Disperso,"10,343"
05,Antioquia,05040,Anorí,2025,Total,"19,812"
05,Antioquia,05040,Anorí,2026,Cabecera Municipal,"9,575"
05,Antioquia,05040,Anorí,2026,Centros Poblados y Rural Disperso,"10,358"
05,Antioquia,05040,Anorí,2026,Total,"19,933"
05,Antioquia,05040,Anorí,2027,Cabecera Municipal,"9,672"
05,Antioquia,05040,Anorí,2027,Centros Poblados y Rural Disperso,"10,361"
05,Antioquia,05040,Anorí,2027,Total,"20,033"
05,Antioquia,05040,Anorí,2028,Cabecera Municipal,"9,758"
05,Antioquia,05040,Anorí,2028,Centros Poblados y Rural Disperso,"10,386"
05,Antioquia,05040,Anorí,2028,Total,"20,144"
05,Antioquia,05040,Anorí,2029,Cabecera Municipal,"9,820"
05,Antioquia,05040,Anorí,2029,Centros Poblados y Rural Disperso,"10,421"
05,Antioquia,05040,Anorí,2029,Total,"20,241"
05,Antioquia,05040,Anorí,2030,Cabecera Municipal,"9,873"
05,Antioquia,05040,Anorí,2030,Centros Poblados y Rural Disperso,"10,465"
05,Antioquia,05040,Anorí,2030,Total,"20,338"
05,Antioquia,05040,Anorí,2031,Cabecera Municipal,"9,903"
05,Antioquia,05040,Anorí,2031,Centros Poblados y Rural Disperso,"10,532"
05,Antioquia,05040,Anorí,2031,Total,"20,435"
05,Antioquia,05040,Anorí,2032,Cabecera Municipal,"9,950"
05,Antioquia,05040,Anorí,2032,Centros Poblados y Rural Disperso,"10,575"
05,Antioquia,05040,Anorí,2032,Total,"20,525"
05,Antioquia,05040,Anorí,2033,Cabecera Municipal,"9,972"
05,Antioquia,05040,Anorí,2033,Centros Poblados y Rural Disperso,"10,639"
05,Antioquia,05040,Anorí,2033,Total,"20,611"
05,Antioquia,05040,Anorí,2034,Cabecera Municipal,"10,000"
05,Antioquia,05040,Anorí,2034,Centros Poblados y Rural Disperso,"10,670"
05,Antioquia,05040,Anorí,2034,Total,"20,670"
05,Antioquia,05040,Anorí,2035,Cabecera Municipal,"10,022"
05,Antioquia,05040,Anorí,2035,Centros Poblados y Rural Disperso,"10,728"
05,Antioquia,05040,Anorí,2035,Total,"20,750"
05,Antioquia,05042,Santafé de Antioquia,2020,Cabecera Municipal,"17,627"
05,Antioquia,05042,Santafé de Antioquia,2020,Centros Poblados y Rural Disperso,"9,444"
05,Antioquia,05042,Santafé de Antioquia,2020,Total,"27,071"
05,Antioquia,05042,Santafé de Antioquia,2021,Cabecera Municipal,"18,042"
05,Antioquia,05042,Santafé de Antioquia,2021,Centros Poblados y Rural Disperso,"9,285"
05,Antioquia,05042,Santafé de Antioquia,2021,Total,"27,327"
05,Antioquia,05042,Santafé de Antioquia,2022,Cabecera Municipal,"18,390"
05,Antioquia,05042,Santafé de Antioquia,2022,Centros Poblados y Rural Disperso,"9,206"
05,Antioquia,05042,Santafé de Antioquia,2022,Total,"27,596"
05,Antioquia,05042,Santafé de Antioquia,2023,Cabecera Municipal,"18,695"
05,Antioquia,05042,Santafé de Antioquia,2023,Centros Poblados y Rural Disperso,"9,136"
05,Antioquia,05042,Santafé de Antioquia,2023,Total,"27,831"
05,Antioquia,05042,Santafé de Antioquia,2024,Cabecera Municipal,"18,957"
05,Antioquia,05042,Santafé de Antioquia,2024,Centros Poblados y Rural Disperso,"9,092"
05,Antioquia,05042,Santafé de Antioquia,2024,Total,"28,049"
05,Antioquia,05042,Santafé de Antioquia,2025,Cabecera Municipal,"19,176"
05,Antioquia,05042,Santafé de Antioquia,2025,Centros Poblados y Rural Disperso,"9,070"
05,Antioquia,05042,Santafé de Antioquia,2025,Total,"28,246"
05,Antioquia,05042,Santafé de Antioquia,2026,Cabecera Municipal,"19,364"
05,Antioquia,05042,Santafé de Antioquia,2026,Centros Poblados y Rural Disperso,"9,058"
05,Antioquia,05042,Santafé de Antioquia,2026,Total,"28,422"
05,Antioquia,05042,Santafé de Antioquia,2027,Cabecera Municipal,"19,534"
05,Antioquia,05042,Santafé de Antioquia,2027,Centros Poblados y Rural Disperso,"9,054"
05,Antioquia,05042,Santafé de Antioquia,2027,Total,"28,588"
05,Antioquia,05042,Santafé de Antioquia,2028,Cabecera Municipal,"19,669"
05,Antioquia,05042,Santafé de Antioquia,2028,Centros Poblados y Rural Disperso,"9,057"
05,Antioquia,05042,Santafé de Antioquia,2028,Total,"28,726"
05,Antioquia,05042,Santafé de Antioquia,2029,Cabecera Municipal,"19,774"
05,Antioquia,05042,Santafé de Antioquia,2029,Centros Poblados y Rural Disperso,"9,089"
05,Antioquia,05042,Santafé de Antioquia,2029,Total,"28,863"
05,Antioquia,05042,Santafé de Antioquia,2030,Cabecera Municipal,"19,884"
05,Antioquia,05042,Santafé de Antioquia,2030,Centros Poblados y Rural Disperso,"9,129"
05,Antioquia,05042,Santafé de Antioquia,2030,Total,"29,013"
05,Antioquia,05042,Santafé de Antioquia,2031,Cabecera Municipal,"19,974"
05,Antioquia,05042,Santafé de Antioquia,2031,Centros Poblados y Rural Disperso,"9,169"
05,Antioquia,05042,Santafé de Antioquia,2031,Total,"29,143"
05,Antioquia,05042,Santafé de Antioquia,2032,Cabecera Municipal,"20,034"
05,Antioquia,05042,Santafé de Antioquia,2032,Centros Poblados y Rural Disperso,"9,225"
05,Antioquia,05042,Santafé de Antioquia,2032,Total,"29,259"
05,Antioquia,05042,Santafé de Antioquia,2033,Cabecera Municipal,"20,112"
05,Antioquia,05042,Santafé de Antioquia,2033,Centros Poblados y Rural Disperso,"9,266"
05,Antioquia,05042,Santafé de Antioquia,2033,Total,"29,378"
05,Antioquia,05042,Santafé de Antioquia,2034,Cabecera Municipal,"20,180"
05,Antioquia,05042,Santafé de Antioquia,2034,Centros Poblados y Rural Disperso,"9,319"
05,Antioquia,05042,Santafé de Antioquia,2034,Total,"29,499"
05,Antioquia,05042,Santafé de Antioquia,2035,Cabecera Municipal,"20,234"
05,Antioquia,05042,Santafé de Antioquia,2035,Centros Poblados y Rural Disperso,"9,359"
05,Antioquia,05042,Santafé de Antioquia,2035,Total,"29,593"
05,Antioquia,05044,Anzá,2020,Cabecera Municipal,"1,339"
05,Antioquia,05044,Anzá,2020,Centros Poblados y Rural Disperso,"5,891"
05,Antioquia,05044,Anzá,2020,Total,"7,230"
05,Antioquia,05044,Anzá,2021,Cabecera Municipal,"1,509"
05,Antioquia,05044,Anzá,2021,Centros Poblados y Rural Disperso,"5,772"
05,Antioquia,05044,Anzá,2021,Total,"7,281"
05,Antioquia,05044,Anzá,2022,Cabecera Municipal,"1,621"
05,Antioquia,05044,Anzá,2022,Centros Poblados y Rural Disperso,"5,720"
05,Antioquia,05044,Anzá,2022,Total,"7,341"
05,Antioquia,05044,Anzá,2023,Cabecera Municipal,"1,736"
05,Antioquia,05044,Anzá,2023,Centros Poblados y Rural Disperso,"5,697"
05,Antioquia,05044,Anzá,2023,Total,"7,433"
05,Antioquia,05044,Anzá,2024,Cabecera Municipal,"1,778"
05,Antioquia,05044,Anzá,2024,Centros Poblados y Rural Disperso,"5,705"
05,Antioquia,05044,Anzá,2024,Total,"7,483"
05,Antioquia,05044,Anzá,2025,Cabecera Municipal,"1,792"
05,Antioquia,05044,Anzá,2025,Centros Poblados y Rural Disperso,"5,745"
05,Antioquia,05044,Anzá,2025,Total,"7,537"
05,Antioquia,05044,Anzá,2026,Cabecera Municipal,"1,819"
05,Antioquia,05044,Anzá,2026,Centros Poblados y Rural Disperso,"5,752"
05,Antioquia,05044,Anzá,2026,Total,"7,571"
05,Antioquia,05044,Anzá,2027,Cabecera Municipal,"1,851"
05,Antioquia,05044,Anzá,2027,Centros Poblados y Rural Disperso,"5,761"
05,Antioquia,05044,Anzá,2027,Total,"7,612"
05,Antioquia,05044,Anzá,2028,Cabecera Municipal,"1,882"
05,Antioquia,05044,Anzá,2028,Centros Poblados y Rural Disperso,"5,789"
05,Antioquia,05044,Anzá,2028,Total,"7,671"
05,Antioquia,05044,Anzá,2029,Cabecera Municipal,"1,895"
05,Antioquia,05044,Anzá,2029,Centros Poblados y Rural Disperso,"5,809"
05,Antioquia,05044,Anzá,2029,Total,"7,704"
05,Antioquia,05044,Anzá,2030,Cabecera Municipal,"1,890"
05,Antioquia,05044,Anzá,2030,Centros Poblados y Rural Disperso,"5,845"
05,Antioquia,05044,Anzá,2030,Total,"7,735"
05,Antioquia,05044,Anzá,2031,Cabecera Municipal,"1,895"
05,Antioquia,05044,Anzá,2031,Centros Poblados y Rural Disperso,"5,863"
05,Antioquia,05044,Anzá,2031,Total,"7,758"
05,Antioquia,05044,Anzá,2032,Cabecera Municipal,"1,898"
05,Antioquia,05044,Anzá,2032,Centros Poblados y Rural Disperso,"5,901"
05,Antioquia,05044,Anzá,2032,Total,"7,799"
05,Antioquia,05044,Anzá,2033,Cabecera Municipal,"1,924"
05,Antioquia,05044,Anzá,2033,Centros Poblados y Rural Disperso,"5,922"
05,Antioquia,05044,Anzá,2033,Total,"7,846"
05,Antioquia,05044,Anzá,2034,Cabecera Municipal,"1,914"
05,Antioquia,05044,Anzá,2034,Centros Poblados y Rural Disperso,"5,952"
05,Antioquia,05044,Anzá,2034,Total,"7,866"
05,Antioquia,05044,Anzá,2035,Cabecera Municipal,"1,927"
05,Antioquia,05044,Anzá,2035,Centros Poblados y Rural Disperso,"5,982"
05,Antioquia,05044,Anzá,2035,Total,"7,909"
05,Antioquia,05045,Apartadó,2020,Cabecera Municipal,"106,016"
05,Antioquia,05045,Apartadó,2020,Centros Poblados y Rural Disperso,"20,223"
05,Antioquia,05045,Apartadó,2020,Total,"126,239"
05,Antioquia,05045,Apartadó,2021,Cabecera Municipal,"108,091"
05,Antioquia,05045,Apartadó,2021,Centros Poblados y Rural Disperso,"19,963"
05,Antioquia,05045,Apartadó,2021,Total,"128,054"
05,Antioquia,05045,Apartadó,2022,Cabecera Municipal,"109,450"
05,Antioquia,05045,Apartadó,2022,Centros Poblados y Rural Disperso,"19,795"
05,Antioquia,05045,Apartadó,2022,Total,"129,245"
05,Antioquia,05045,Apartadó,2023,Cabecera Municipal,"110,726"
05,Antioquia,05045,Apartadó,2023,Centros Poblados y Rural Disperso,"19,636"
05,Antioquia,05045,Apartadó,2023,Total,"130,362"
05,Antioquia,05045,Apartadó,2024,Cabecera Municipal,"111,893"
05,Antioquia,05045,Apartadó,2024,Centros Poblados y Rural Disperso,"19,529"
05,Antioquia,05045,Apartadó,2024,Total,"131,422"
05,Antioquia,05045,Apartadó,2025,Cabecera Municipal,"112,909"
05,Antioquia,05045,Apartadó,2025,Centros Poblados y Rural Disperso,"19,419"
05,Antioquia,05045,Apartadó,2025,Total,"132,328"
05,Antioquia,05045,Apartadó,2026,Cabecera Municipal,"113,793"
05,Antioquia,05045,Apartadó,2026,Centros Poblados y Rural Disperso,"19,347"
05,Antioquia,05045,Apartadó,2026,Total,"133,140"
05,Antioquia,05045,Apartadó,2027,Cabecera Municipal,"114,579"
05,Antioquia,05045,Apartadó,2027,Centros Poblados y Rural Disperso,"19,306"
05,Antioquia,05045,Apartadó,2027,Total,"133,885"
05,Antioquia,05045,Apartadó,2028,Cabecera Municipal,"115,265"
05,Antioquia,05045,Apartadó,2028,Centros Poblados y Rural Disperso,"19,302"
05,Antioquia,05045,Apartadó,2028,Total,"134,567"
05,Antioquia,05045,Apartadó,2029,Cabecera Municipal,"115,880"
05,Antioquia,05045,Apartadó,2029,Centros Poblados y Rural Disperso,"19,348"
05,Antioquia,05045,Apartadó,2029,Total,"135,228"
05,Antioquia,05045,Apartadó,2030,Cabecera Municipal,"116,424"
05,Antioquia,05045,Apartadó,2030,Centros Poblados y Rural Disperso,"19,439"
05,Antioquia,05045,Apartadó,2030,Total,"135,863"
05,Antioquia,05045,Apartadó,2031,Cabecera Municipal,"116,940"
05,Antioquia,05045,Apartadó,2031,Centros Poblados y Rural Disperso,"19,554"
05,Antioquia,05045,Apartadó,2031,Total,"136,494"
05,Antioquia,05045,Apartadó,2032,Cabecera Municipal,"117,412"
05,Antioquia,05045,Apartadó,2032,Centros Poblados y Rural Disperso,"19,658"
05,Antioquia,05045,Apartadó,2032,Total,"137,070"
05,Antioquia,05045,Apartadó,2033,Cabecera Municipal,"117,853"
05,Antioquia,05045,Apartadó,2033,Centros Poblados y Rural Disperso,"19,762"
05,Antioquia,05045,Apartadó,2033,Total,"137,615"
05,Antioquia,05045,Apartadó,2034,Cabecera Municipal,"118,260"
05,Antioquia,05045,Apartadó,2034,Centros Poblados y Rural Disperso,"19,879"
05,Antioquia,05045,Apartadó,2034,Total,"138,139"
05,Antioquia,05045,Apartadó,2035,Cabecera Municipal,"118,651"
05,Antioquia,05045,Apartadó,2035,Centros Poblados y Rural Disperso,"19,963"
05,Antioquia,05045,Apartadó,2035,Total,"138,614"
05,Antioquia,05051,Arboletes,2020,Cabecera Municipal,"10,498"
05,Antioquia,05051,Arboletes,2020,Centros Poblados y Rural Disperso,"20,165"
05,Antioquia,05051,Arboletes,2020,Total,"30,663"
05,Antioquia,05051,Arboletes,2021,Cabecera Municipal,"11,212"
05,Antioquia,05051,Arboletes,2021,Centros Poblados y Rural Disperso,"19,944"
05,Antioquia,05051,Arboletes,2021,Total,"31,156"
05,Antioquia,05051,Arboletes,2022,Cabecera Municipal,"11,701"
05,Antioquia,05051,Arboletes,2022,Centros Poblados y Rural Disperso,"19,769"
05,Antioquia,05051,Arboletes,2022,Total,"31,470"
05,Antioquia,05051,Arboletes,2023,Cabecera Municipal,"12,142"
05,Antioquia,05051,Arboletes,2023,Centros Poblados y Rural Disperso,"19,711"
05,Antioquia,05051,Arboletes,2023,Total,"31,853"
05,Antioquia,05051,Arboletes,2024,Cabecera Municipal,"12,417"
05,Antioquia,05051,Arboletes,2024,Centros Poblados y Rural Disperso,"19,775"
05,Antioquia,05051,Arboletes,2024,Total,"32,192"
05,Antioquia,05051,Arboletes,2025,Cabecera Municipal,"12,642"
05,Antioquia,05051,Arboletes,2025,Centros Poblados y Rural Disperso,"19,836"
05,Antioquia,05051,Arboletes,2025,Total,"32,478"
05,Antioquia,05051,Arboletes,2026,Cabecera Municipal,"12,831"
05,Antioquia,05051,Arboletes,2026,Centros Poblados y Rural Disperso,"19,891"
05,Antioquia,05051,Arboletes,2026,Total,"32,722"
05,Antioquia,05051,Arboletes,2027,Cabecera Municipal,"12,997"
05,Antioquia,05051,Arboletes,2027,Centros Poblados y Rural Disperso,"19,999"
05,Antioquia,05051,Arboletes,2027,Total,"32,996"
05,Antioquia,05051,Arboletes,2028,Cabecera Municipal,"13,147"
05,Antioquia,05051,Arboletes,2028,Centros Poblados y Rural Disperso,"20,096"
05,Antioquia,05051,Arboletes,2028,Total,"33,243"
05,Antioquia,05051,Arboletes,2029,Cabecera Municipal,"13,267"
05,Antioquia,05051,Arboletes,2029,Centros Poblados y Rural Disperso,"20,210"
05,Antioquia,05051,Arboletes,2029,Total,"33,477"
05,Antioquia,05051,Arboletes,2030,Cabecera Municipal,"13,351"
05,Antioquia,05051,Arboletes,2030,Centros Poblados y Rural Disperso,"20,336"
05,Antioquia,05051,Arboletes,2030,Total,"33,687"
05,Antioquia,05051,Arboletes,2031,Cabecera Municipal,"13,436"
05,Antioquia,05051,Arboletes,2031,Centros Poblados y Rural Disperso,"20,505"
05,Antioquia,05051,Arboletes,2031,Total,"33,941"
05,Antioquia,05051,Arboletes,2032,Cabecera Municipal,"13,518"
05,Antioquia,05051,Arboletes,2032,Centros Poblados y Rural Disperso,"20,652"
05,Antioquia,05051,Arboletes,2032,Total,"34,170"
05,Antioquia,05051,Arboletes,2033,Cabecera Municipal,"13,576"
05,Antioquia,05051,Arboletes,2033,Centros Poblados y Rural Disperso,"20,784"
05,Antioquia,05051,Arboletes,2033,Total,"34,360"
05,Antioquia,05051,Arboletes,2034,Cabecera Municipal,"13,643"
05,Antioquia,05051,Arboletes,2034,Centros Poblados y Rural Disperso,"20,922"
05,Antioquia,05051,Arboletes,2034,Total,"34,565"
05,Antioquia,05051,Arboletes,2035,Cabecera Municipal,"13,714"
05,Antioquia,05051,Arboletes,2035,Centros Poblados y Rural Disperso,"21,081"
05,Antioquia,05051,Arboletes,2035,Total,"34,795"
05,Antioquia,05055,Argelia,2020,Cabecera Municipal,"3,681"
05,Antioquia,05055,Argelia,2020,Centros Poblados y Rural Disperso,"4,147"
05,Antioquia,05055,Argelia,2020,Total,"7,828"
05,Antioquia,05055,Argelia,2021,Cabecera Municipal,"3,795"
05,Antioquia,05055,Argelia,2021,Centros Poblados y Rural Disperso,"4,036"
05,Antioquia,05055,Argelia,2021,Total,"7,831"
05,Antioquia,05055,Argelia,2022,Cabecera Municipal,"3,896"
05,Antioquia,05055,Argelia,2022,Centros Poblados y Rural Disperso,"4,007"
05,Antioquia,05055,Argelia,2022,Total,"7,903"
05,Antioquia,05055,Argelia,2023,Cabecera Municipal,"3,996"
05,Antioquia,05055,Argelia,2023,Centros Poblados y Rural Disperso,"3,979"
05,Antioquia,05055,Argelia,2023,Total,"7,975"
05,Antioquia,05055,Argelia,2024,Cabecera Municipal,"4,056"
05,Antioquia,05055,Argelia,2024,Centros Poblados y Rural Disperso,"3,968"
05,Antioquia,05055,Argelia,2024,Total,"8,024"
05,Antioquia,05055,Argelia,2025,Cabecera Municipal,"4,119"
05,Antioquia,05055,Argelia,2025,Centros Poblados y Rural Disperso,"3,956"
05,Antioquia,05055,Argelia,2025,Total,"8,075"
05,Antioquia,05055,Argelia,2026,Cabecera Municipal,"4,161"
05,Antioquia,05055,Argelia,2026,Centros Poblados y Rural Disperso,"3,971"
05,Antioquia,05055,Argelia,2026,Total,"8,132"
05,Antioquia,05055,Argelia,2027,Cabecera Municipal,"4,208"
05,Antioquia,05055,Argelia,2027,Centros Poblados y Rural Disperso,"3,973"
05,Antioquia,05055,Argelia,2027,Total,"8,181"
05,Antioquia,05055,Argelia,2028,Cabecera Municipal,"4,229"
05,Antioquia,05055,Argelia,2028,Centros Poblados y Rural Disperso,"3,981"
05,Antioquia,05055,Argelia,2028,Total,"8,210"
05,Antioquia,05055,Argelia,2029,Cabecera Municipal,"4,265"
05,Antioquia,05055,Argelia,2029,Centros Poblados y Rural Disperso,"3,999"
05,Antioquia,05055,Argelia,2029,Total,"8,264"
05,Antioquia,05055,Argelia,2030,Cabecera Municipal,"4,289"
05,Antioquia,05055,Argelia,2030,Centros Poblados y Rural Disperso,"3,999"
05,Antioquia,05055,Argelia,2030,Total,"8,288"
05,Antioquia,05055,Argelia,2031,Cabecera Municipal,"4,306"
05,Antioquia,05055,Argelia,2031,Centros Poblados y Rural Disperso,"4,021"
05,Antioquia,05055,Argelia,2031,Total,"8,327"
05,Antioquia,05055,Argelia,2032,Cabecera Municipal,"4,330"
05,Antioquia,05055,Argelia,2032,Centros Poblados y Rural Disperso,"4,046"
05,Antioquia,05055,Argelia,2032,Total,"8,376"
